Company Name,Website,Email Domain,Industry,Sub-Industry,Employee Count,Revenue,Region,HQ Location,Solution Interest,Lead Source,Contact Role/Title,Tech Stack Signals,Annual Board Meetings,Compliance Certifications,Intent Score,Last Marketing Touch,Lead Owner,Parent Company,Account Tier,SFDC Account ID,Status,Employee_Count_Clean,Revenue_Clean,Region_Clean,Last_Marketing_Touch_Clean,Website_Clean,Tech_Stack_Clean,SFDC_Account_ID_Clean,Lead_Owner_Clean,Intent_Score_Clean,Firmographic_Score,Solution_Fit_Score,Intent_Signals_Score,Tech_Compliance_Score,Total_ICP_Score,ICP_Archetype,Priority_Tier
Goodman Group_606,goodmangroup_606.io,goodmangroup_606.com,Manufacturing,NGO,five hundred,"20,000,000 USD",Unknown,"New York, USA",Risk,Inbound,Director of Security,"SAP, Azure AD, , Okta",3,,,2025-02-05,Alex Lee,Global Holdings Ltd,,1877475.0,Lost,"500-1,000",$20M,Unknown,2025-02-05,goodmangroup_606.io,"Sap, Azure Ad, Okta",1877475.0,Alex Lee,,30,22,3,8,63,Enterprise_Risk_Management,High
Blue Sun Corp_607,bluesuncorp_607.net,bluesuncorp_607.net,Manufacturing,Fin Serv,200-500,"20,000,000 USD",,"Toronto, CA",Risk,Referral,Chief Risk Officer,Pardot; Salesforce; ServiceNow; Workday,3,"HIPAA, GDPR",61,"February 01, 2025",Test User,—,C,1240543.0,Won,200-500,$20M,Unknown,2025-02-01,bluesuncorp_607.net,"Pardot, Salesforce, Servicenow, Workday",1240543.0,Unassigned,61.0,28,25,14,13,80,Enterprise_Risk_Management,High
Axiom Space_608,axiomspace_608.com,axiomspace_608.net,Retail,Utilities,,,,"Sydney, AU",Boards,Inbound,Head of Compliance,ServiceNow; SAP,6,GDPR,48,"February 14, 2025",Jane Doe,,C,1489632.0,Won,Unknown,Unknown,Unknown,2025-02-14,axiomspace_608.com,"Servicenow, Sap",1489632.0,Jane Doe,48.0,3,13,9,13,38,Other,Low
Aperture Labs_609,aperturelabs_609.net,aperturelabs_609.com,Government,Industrial,,$1B,MDO,NY,Boards,Web,VP Finance,Azure AD,3,"SOX, GDPR",,04/04/25,Alex Lee,Aperture Holdings,Tier 3,1728107.0,Lost,Unknown,$1000M,MEA,2025-04-04,aperturelabs_609.net,Azure Ad,1728107.0,Alex Lee,,22,13,4,10,49,Board_Governance,Medium
Nakatomi Trading_610,nakatomitrading_610.net,nakatomitrading_610.io,Government,Fin Serv,,USD 250M,DACH,"Paris, FR",Boards,Inbound,Chief Risk Officer,Databricks | Teams,unknown,"ISO27001, GDPR, HIPAA",61,01/07/25,,,Enterprise,1713627.0,Open,Unknown,$250M,DACH,2025-01-07,nakatomitrading_610.net,"Databricks, Teams",1713627.0,Unassigned,61.0,22,20,11,10,63,Board_Governance,High
Tyrell Corp_611,tyrellcorp_611.net,tyrellcorp_611.io,Healthcare,NGO,"500-1,000",$5M,AMS,"London, UK",Boards,Event,Chief Risk Officer,Azure AD; O365; SFDC,3,ISO27001,85,"July 07, 2025",,Tyrell Holdings,Tier 2,1901734.0,Open,"500-1,000",$5M,Americas,2025-07-07,tyrellcorp_611.net,"Azure Ad, O365, Sfdc",1901734.0,Unassigned,85.0,26,20,17,10,73,Enterprise_Risk_Management,High
Hooli_612,hooli_612.com,hooli_612.co,Energy,Insurance,approx 800,unknown,UKI,"Berlin, DE",Audit,Web,General Counsel,Workday,1,ISO27001,,2025-01-31,,Private Equity HoldCo,SMB,1343092.0,Won,"500-1,000",Unknown,UK & Ireland,2025-01-31,hooli_612.com,Workday,1343092.0,Unassigned,,22,15,4,15,56,Enterprise_Risk_Management,Medium
Shinra Electric_613,https://www.shinraelectric_613.com,shinraelectric_613.net,Financial Services,Higher Ed,five hundred,USD 250M,DACH,"Munich, DE",Audit,Inbound,Legal Counsel,"ServiceNow, Okta",1,SOX,55,"February 15, 2025",,,A,1894601.0,Open,"500-1,000",$250M,DACH,2025-02-15,shinraelectric_613.com,"Servicenow, Okta",1894601.0,Unassigned,55.0,37,15,9,15,76,Enterprise_Risk_Management,High
Sirius Ventures_614,siriusventures_614.net,siriusventures_614.com,Government,Financials,,$100M,MDO,"Toronto, CA",Boards,Event,Board Secretary,ServiceNow | Oracle | Eloqua,3,HIPAA,73,07/02/25,,Sirius Holdings,Tier 3,1354795.0,Lost,Unknown,$100M,MEA,2025-07-02,siriusventures_614.net,"Servicenow, Oracle, Eloqua",1354795.0,Unassigned,73.0,19,20,15,13,67,Board_Governance,High
Luthor Enterprises_615,luthorenterprises_615.co,luthorenterprises_615.io,Financial Services,Semiconductors,200-500,$5M,APAC,"Sydney, AU",Risk,Partner,VP Finance,Databricks,unknown,,73,2025-07-07,Priya Patel,,Tier 2,1242549.0,Open,200-500,$5M,APAC,2025-07-07,luthorenterprises_615.co,Databricks,1242549.0,Priya Patel,73.0,24,18,13,3,58,Enterprise_Risk_Management,Medium
Prestige Worldwide_616,prestigeworldwide_616.net,prestigeworldwide_616.com,Technology,Industrial,1000+,"20,000,000 USD",AMS,"Berlin, DE",Boards,Event,Director of Security,Snowflake,2,HIPAA,low,"July 24, 2025",Chen Wu,—,,1701347.0,Lost,1000+,$20M,Americas,2025-07-24,prestigeworldwide_616.net,Snowflake,1701347.0,Chen Wu,,30,17,7,8,62,Board_Governance,High
Aperture Labs_617,aperturelabs_617.com,aperturelabs_617.net,Manufacturing,K-12,"500-1,000",,APAC,"San Francisco, USA",Audit,Purchased,CIO,Workday | Netsuite | Teams | SFDC,unknown,"GDPR, PCI DSS, SOX",92,08/22/25,Test User,Private Equity HoldCo,A,1242403.0,Lost,"500-1,000",Unknown,APAC,2025-08-22,aperturelabs_617.com,"Workday, Netsuite, Teams, Sfdc",1242403.0,Unassigned,92.0,22,8,17,15,62,Enterprise_Risk_Management,High
Globex Inc_618,globexinc_618.net,globexinc_618.com,Healthcare,Fin Serv,,"20,000,000 USD",APAC,"Munich, DE",Boards,Event,General Counsel,Databricks,0,"GDPR, SOX",medium,"April 12, 2025",Chen Wu,Globex Holdings,,1998847.0,Open,Unknown,$20M,APAC,2025-04-12,globexinc_618.net,Databricks,1998847.0,Chen Wu,,18,20,5,10,53,Mid_Market_Compliance,Medium
Pied Piper_619,piedpiper_619.io,piedpiper_619.io,Financial Services,K-12,200-500,USD 250M,DACH,,Audit,Event,CFO,"ServiceNow, Salesforce",>5,HIPAA,92,2025-08-05,,Pied Holdings,Enterprise,1411762.0,Won,200-500,$250M,DACH,2025-08-05,piedpiper_619.io,"Servicenow, Salesforce",1411762.0,Unassigned,92.0,35,12,17,13,77,Board_Governance,High
Blue Sun Corp_620,bluesuncorp_620.io,bluesuncorp_620.io,Energy,Fin Serv,200-500,unknown,Unknown,"Dublin, IE",Compliance,Web,VP Finance,,8,,85,02/13/25,—,,B,1474211.0,Won,200-500,Unknown,Unknown,2025-02-13,bluesuncorp_620.io,,1474211.0,—,85.0,20,15,14,0,49,Mid_Market_Compliance,Medium
Goodman Group_621,goodmangroup_621.com,goodmangroup_621.io,Energy,Banking,approx 800,,MDO,"Toronto, CA",Audit,Purchased,VP Finance,SAP; HubSpot; Slack,0,"SOX, ISO27001",95%,01/19/25,,Private Equity HoldCo,Tier 3,1742778.0,Won,"500-1,000",Unknown,MEA,2025-01-19,goodmangroup_621.com,"Sap, Hubspot, Slack",1742778.0,Unassigned,,22,8,3,12,45,Enterprise_Risk_Management,Medium
Zorg Industries_622,zorgindustries_622.io,zorgindustries_622.io,Legal,Higher Ed,500 to 1000,,,"Dubai, AE",Audit,Event,Audit Manager,Salesforce | Netsuite,>5,,32,"January 05, 2025",Priya Patel,,Enterprise,1838410.0,Open,500-1000,Unknown,Unknown,2025-01-05,zorgindustries_622.io,"Salesforce, Netsuite",1838410.0,Priya Patel,32.0,22,8,8,8,46,Other,Medium
Gekko & Co_623,gekkoco_623.net,gekkoco_623.io,Legal,Semiconductors,1000+,$20M,AMS,"Dublin, IE",Boards,Event,Head of Compliance,Salesforce,,,5,"April 01, 2025",,,C,1730526.0,Lost,1000+,$20M,Americas,2025-04-01,gekkoco_623.net,Salesforce,1730526.0,Unassigned,5.0,33,13,8,8,62,Board_Governance,High
Gekko & Co_624,https://www.gekkoco_624.io,gekkoco_624.com,Manufacturing,Higher Ed,50-200,€20M,AMS,"Dublin, IE",Audit,Referral,IT Director,,3,"HIPAA, ISO27001",48,"August 16, 2025",,—,MM,1841404.0,Lost,50-200,$20M,Americas,2025-08-16,gekkoco_624.io,,1841404.0,Unassigned,48.0,23,12,16,7,58,Other,Medium
Sirius Ventures_625,siriusventures_625.com,siriusventures_625.com,Retail,Insurance,50-200,unknown,MDO,"Austin, USA",Audit,Purchased,VP Finance,Databricks,2,,95%,02/12/25,—,,Tier 2,1306217.0,Open,50-200,Unknown,MEA,2025-02-12,siriusventures_625.com,Databricks,1306217.0,—,,8,8,3,3,22,Other,Low
Black Mesa_626,blackmesa_626.co,blackmesa_626.io,Non-Profit,Fin Serv,1000+,,APAC,"Sydney, AU",Risk,Web,Board Secretary,"Oracle, ServiceNow, Marketo",3,"ISO27001, GDPR, PCI DSS",92,02/22/25,Priya Patel,,Tier 2,1100066.0,Lost,1000+,Unknown,APAC,2025-02-22,blackmesa_626.co,"Oracle, Servicenow, Marketo",1100066.0,Priya Patel,92.0,18,25,14,15,72,Enterprise_Risk_Management,High
Dunder Mifflin_627,dundermifflin_627.io,dundermifflin_627.io,Legal,Semiconductors,200-500,,MDO,"Mumbai, IN",Risk,Inbound,General Counsel,Oracle; Teams; SAP,1,"GDPR, ISO27001",48,"May 14, 2025",,Dunder Holdings,C,1793011.0,Open,200-500,Unknown,MEA,2025-05-14,dundermifflin_627.io,"Oracle, Teams, Sap",1793011.0,Unassigned,48.0,20,25,9,10,64,Mid_Market_Compliance,High
Soylent Corp_628,soylentcorp_628.com,soylentcorp_628.com,Non-Profit,Industrial,1000+,$5M,Unknown,"Sydney, AU",Audit,Referral,CIO,Teams | Azure AD | SAP | Eloqua,>5,ISO27001,,2024-12-31,Jane Doe,Private Equity HoldCo,Tier 1,1456710.0,Open,1000+,$5M,Unknown,2024-12-31,soylentcorp_628.com,"Teams, Azure Ad, Sap, Eloqua",1456710.0,Jane Doe,,22,8,6,10,46,Board_Governance,Medium
Paper Street Co_629,http://paperstreetco_629.co,paperstreetco_629.co,Legal,Utilities,"500-1,000",$100M,APAC,Unknown,Boards,Web,Head of Compliance,Google Workspace,five,GDPR,92,2025-03-18,John Smith,,Tier 2,1494652.0,Lost,"500-1,000",$100M,APAC,2025-03-18,paperstreetco_629.co,Google Workspace,1494652.0,John Smith,92.0,34,13,14,8,69,Board_Governance,High
Aperture Labs_630,aperturelabs_630.com,aperturelabs_630.com,Government,SaaS,,$5M,UKI,"Berlin, DE",Compliance,Event,General Counsel,Netsuite | Workday | ServiceNow | Slack,>5,"None, GDPR, SOX",92,2025-07-27,TBD,—,Enterprise,1703357.0,Won,Unknown,$5M,UK & Ireland,2025-07-27,aperturelabs_630.com,"Netsuite, Workday, Servicenow, Slack",1703357.0,Unassigned,92.0,11,22,17,15,65,Mid_Market_Compliance,High
Oscorp_631,oscorp_631.com,oscorp_631.co,Technology,Financials,"500-1,000",unknown,AMS,NY,Compliance,Referral,IT Director,"Teams, Okta, Marketo",2,"GDPR, SOX",32,2025-07-14,,,Tier 1,1923097.0,Won,"500-1,000",Unknown,Americas,2025-07-14,oscorp_631.com,"Teams, Okta, Marketo",1923097.0,Unassigned,32.0,19,19,11,15,64,Mid_Market_Compliance,High
Dunder Mifflin_632,dundermifflin_632.io,dundermifflin_632.co,Education,NGO,200-500,5000000,FR,"Mumbai, IN",Risk,Referral,CIO,O365; Okta; Salesforce; Eloqua,3-4,,85,2025-01-27,Test User,—,SMB,1720106.0,Open,200-500,$5M,France,2025-01-27,dundermifflin_632.io,"O365, Okta, Salesforce, Eloqua",1720106.0,Unassigned,85.0,17,18,16,8,59,Other,Medium
Massive Dynamic_633,massivedynamic_633.com,massivedynamic_633.net,Technology,Law Firm,five hundred,$5M,AMS,"San Francisco, USA",Risk,Referral,Board Secretary,Snowflake,4,PCI DSS,5,"June 25, 2025",,Private Equity HoldCo,Enterprise,1140813.0,Lost,"500-1,000",$5M,Americas,2025-06-25,massivedynamic_633.com,Snowflake,1140813.0,Unassigned,5.0,23,25,11,10,69,Enterprise_Risk_Management,High
Virtucon_634,virtucon_634.net,virtucon_634.net,Non-Profit,Fin Serv,,€20M,,"Toronto, CA",Audit,Partner,General Counsel,SFDC,5,HIPAA,61,2025-08-15,TBD,—,,1785371.0,Won,Unknown,$20M,Unknown,2025-08-15,virtucon_634.net,Sfdc,1785371.0,Unassigned,61.0,11,15,15,8,49,Mid_Market_Compliance,Medium
Wonka Tech_635,wonkatech_635.co,wonkatech_635.com,Healthcare,Pharma,1000+,$5M,,"London, UK",Risk,Inbound,VP Finance,"Eloqua, SAP, Slack, Okta",,GDPR,,06/10/25,Alex Lee,,Enterprise,1259159.0,Open,1000+,$5M,Unknown,2025-06-10,wonkatech_635.co,"Eloqua, Sap, Slack, Okta",1259159.0,Alex Lee,,29,18,3,13,63,Enterprise_Risk_Management,High
Pendragon Ltd_636,pendragonltd_636.com,pendragonltd_636.co,Legal,Semiconductors,,$100M,,"Berlin, DE",Boards,Web,Director of Security,Slack | Pardot,0,,73,"June 24, 2025",,—,Tier 3,1100306.0,Open,Unknown,$100M,Unknown,2025-06-24,pendragonltd_636.com,"Slack, Pardot",1100306.0,Unassigned,73.0,22,17,14,5,58,Board_Governance,Medium
Aperture Labs_637,aperturelabs_637.net,aperturelabs_637.io,Manufacturing,Fin Serv,50-200,USD 250M,UKI,,Boards,Referral,Board Secretary,Teams; ServiceNow; Google Workspace,,"GDPR, HIPAA",61,03/28/25,,—,SMB,1242982.0,Open,50-200,$250M,UK & Ireland,2025-03-28,aperturelabs_637.net,"Teams, Servicenow, Google Workspace",1242982.0,Unassigned,61.0,30,20,14,13,77,Board_Governance,High
Atlantic Holdings_638,atlanticholdings_638.net,atlanticholdings_638.com,Manufacturing,Law Firm,approx 800,$100M,Unknown,"Dubai, AE",Compliance,Partner,Chief Risk Officer,Okta,unknown,,32,2025-01-21,John Smith,,MM,1111523.0,Open,"500-1,000",$100M,Unknown,2025-01-21,atlanticholdings_638.net,Okta,1111523.0,John Smith,32.0,34,22,6,8,70,Enterprise_Risk_Management,High
Tricell Pharma_639,tricellpharma_639.com,tricellpharma_639.co,Energy,K-12,five hundred,$5M,UKI,"Dublin, IE",Compliance,Event,Head of Compliance,ServiceNow; Teams; Google Workspace,1,"HIPAA, PCI DSS",17,2025-03-19,Jane Doe,,,1643138.0,Lost,"500-1,000",$5M,UK & Ireland,2025-03-19,tricellpharma_639.com,"Servicenow, Teams, Google Workspace",1643138.0,Jane Doe,17.0,26,15,8,15,64,Mid_Market_Compliance,High
Umbrella Group_640,umbrellagroup_640.io,umbrellagroup_640.net,Manufacturing,Industrial,50-200,USD 250M,Unknown,"Berlin, DE",Audit,Inbound,Board Secretary,Pardot,five,"ISO27001, SOX, PCI DSS",32,2025-05-20,TBD,—,C,1260375.0,Won,50-200,$250M,Unknown,2025-05-20,umbrellagroup_640.io,Pardot,1260375.0,Unassigned,32.0,30,15,6,12,63,Enterprise_Risk_Management,High
Axiom Space_641,axiomspace_641.io,axiomspace_641.co,Healthcare,Biotech,50-200,$20M,,"Munich, DE",Risk,Event,Director of Security,Eloqua; Databricks; Salesforce; Google Workspace,4,HIPAA,,03/23/25,John Smith,,C,1528346.0,Won,50-200,$20M,Unknown,2025-03-23,axiomspace_641.io,"Eloqua, Databricks, Salesforce, Google Workspace",1528346.0,John Smith,,23,22,5,13,63,Enterprise_Risk_Management,High
Gekko & Co_642,http://gekkoco_642.io,gekkoco_642.io,Retail,Insurance,"500-1,000",,UKI,"Paris, FR",Audit,Referral,IT Director,,>5,"SOX, ISO27001",61,"April 07, 2025",Chen Wu,Gekko Holdings,B,1612200.0,Won,"500-1,000",Unknown,UK & Ireland,2025-04-07,gekkoco_642.io,,1612200.0,Chen Wu,61.0,15,12,14,7,48,Other,Medium
Prestige Worldwide_643,prestigeworldwide_643.co,prestigeworldwide_643.io,Government,Law Firm,500 to 1000,"20,000,000 USD",,"Austin, USA",Compliance,Inbound,Board Secretary,Okta; HubSpot; Teams,1,PCI DSS,,"July 10, 2025",Jane Doe,Prestige Holdings,,1802324.0,Won,500-1000,$20M,Unknown,2025-07-10,prestigeworldwide_643.co,"Okta, Hubspot, Teams",1802324.0,Jane Doe,,27,22,5,15,69,Mid_Market_Compliance,High
Wonka Industries_644,wonkaindustries_644.io,wonkaindustries_644.io,Healthcare,Financials,,unknown,APAC,Unknown,Compliance,Partner,VP Finance,"Google Workspace, ServiceNow, Slack",1,SOX,95%,05/25/25,,—,A,1471174.0,Lost,Unknown,Unknown,APAC,2025-05-25,wonkaindustries_644.io,"Google Workspace, Servicenow, Slack",1471174.0,Unassigned,,10,15,3,15,43,Mid_Market_Compliance,Medium
Pendragon Ltd_645,pendragonltd_645.co,pendragonltd_645.com,Legal,Law Firm,"500-1,000",,EMEA,NY,Boards,Partner,CIO,O365,1,"SOX, ISO27001, GDPR",17,2025-04-11,,Global Holdings Ltd,Tier 3,1326129.0,Open,"500-1,000",Unknown,EMEA,2025-04-11,pendragonltd_645.co,O365,1326129.0,Unassigned,17.0,22,13,6,10,51,Board_Governance,Medium
Monarch Solutions_646,monarchsolutions_646.io,monarchsolutions_646.io,Government,Financials,500 to 1000,USD 250M,MDO,"Mumbai, IN",Risk,Inbound,Legal Counsel,Pardot | Eloqua,0,GDPR,17,2025-05-23,Alex Lee,,Enterprise,1866663.0,Won,500-1000,$250M,MEA,2025-05-23,monarchsolutions_646.io,"Pardot, Eloqua",1866663.0,Alex Lee,17.0,34,25,6,10,75,Enterprise_Risk_Management,High
Wonka Industries_647,wonkaindustries_647.net,wonkaindustries_647.co,Energy,Pharma,approx 800,unknown,MDO,"London, UK",Audit,Referral,Board Secretary, | Teams,1,"PCI DSS, ISO27001",73,2025-07-03,,Private Equity HoldCo,Tier 1,1100294.0,Open,"500-1,000",Unknown,MEA,2025-07-03,wonkaindustries_647.net,Teams,1100294.0,Unassigned,73.0,22,15,16,10,63,Enterprise_Risk_Management,High
Stark Industries_648,http://starkindustries_648.com,starkindustries_648.co,Manufacturing,NGO,200-500,$20M,APAC,"San Francisco, USA",Audit,Inbound,Board Secretary,"Azure AD, Marketo, Eloqua, Okta",1,"PCI DSS, SOX",95%,04/02/25,,Private Equity HoldCo,Tier 3,1100051.0,Won,200-500,$20M,APAC,2025-04-02,starkindustries_648.com,"Azure Ad, Marketo, Eloqua, Okta",1100051.0,Unassigned,,28,15,3,15,61,Enterprise_Risk_Management,High
Soylent Corp_649,soylentcorp_649.co,soylentcorp_649.net,Retail,Insurance,"500-1,000",$100M,MDO,"Sydney, AU",Boards,Partner,CFO,Snowflake; ; Teams; Azure AD,5,SOX,,"March 01, 2025",Alex Lee,Soylent Holdings,SMB,1598768.0,Won,"500-1,000",$100M,MEA,2025-03-01,soylentcorp_649.co,"Snowflake, Teams, Azure Ad",1598768.0,Alex Lee,,27,17,3,10,57,Board_Governance,Medium
Hooli_650,hooli_650.co,hooli_650.io,Financial Services,Higher Ed,50-200,unknown,UKI,"Mumbai, IN",Risk,Partner,VP Finance,Snowflake; HubSpot; Google Workspace,>5,"None, HIPAA",5,"March 20, 2025",—,Hooli_650 Holdings,SMB,1770365.0,Open,50-200,Unknown,UK & Ireland,2025-03-20,hooli_650.co,"Snowflake, Hubspot, Google Workspace",1770365.0,—,5.0,15,18,6,10,49,Enterprise_Risk_Management,Medium
Wonka Tech_651,wonkatech_651.co,wonkatech_651.com,Retail,SaaS,"500-1,000","20,000,000 USD",DACH,"Dublin, IE",Compliance,Purchased,IT Director,Oracle | Okta | SFDC | Slack,0,"GDPR, ISO27001",85,2025-02-05,TBD,,Tier 3,1847130.0,Won,"500-1,000",$20M,DACH,2025-02-05,wonkatech_651.co,"Oracle, Okta, Sfdc, Slack",1847130.0,Unassigned,85.0,23,19,13,15,70,Mid_Market_Compliance,High
Oceanic Airlines_652,https://www.http://oceanicairlines_652.io,oceanicairlines_652.io,Education,Higher Ed,approx 800,$5M,AMS,"San Francisco, USA",Audit,Event,General Counsel,O365; HubSpot; Okta,0,"SOX, GDPR",100,"June 24, 2025",—,,,1199362.0,Won,"500-1,000",$5M,Americas,2025-06-24,http://oceanicairlines_652.io,"O365, Hubspot, Okta",1199362.0,—,100.0,19,15,17,15,66,Mid_Market_Compliance,High
Wonka Tech_653,wonkatech_653.com,wonkatech_653.net,Energy,Semiconductors,"500-1,000",$1B,AMS,Unknown,Compliance,Event,IT Director,SAP | Oracle | Workday | ServiceNow,3-4,"GDPR, None, PCI DSS",85,03/02/25,—,Global Holdings Ltd,Enterprise,1926482.0,Won,"500-1,000",$1000M,Americas,2025-03-02,wonkatech_653.com,"Sap, Oracle, Workday, Servicenow",1926482.0,—,85.0,37,19,15,15,86,Enterprise_Risk_Management,Critical
Vehement Capital_654,vehementcapital_654.io,vehementcapital_654.io,Non-Profit,Banking,50-200,unknown,DACH,"Mumbai, IN",Risk,Web,Legal Counsel,Netsuite | ServiceNow | Okta,0,,medium,05/04/25,Alex Lee,,Tier 3,1918582.0,Open,50-200,Unknown,DACH,2025-05-04,vehementcapital_654.io,"Netsuite, Servicenow, Okta",1918582.0,Alex Lee,,8,25,4,8,45,Other,Medium
Paper Street Co_655,paperstreetco_655.co,paperstreetco_655.net,Healthcare,K-12,,"20,000,000 USD",MDO,Unknown,Boards,Partner,VP Finance,,0,SOX,85,"March 25, 2025",Jane Doe,Private Equity HoldCo,Tier 2,1407272.0,Lost,Unknown,$20M,MEA,2025-03-25,paperstreetco_655.co,,1407272.0,Jane Doe,85.0,18,13,13,7,51,Mid_Market_Compliance,Medium
Gringotts Bank_656,gringottsbank_656.com,gringottsbank_656.io,Healthcare,Pharma,,USD 250M,UKI,Unknown,Risk,Purchased,Audit Manager,,unknown,ISO27001,48,05/05/25,—,,SMB,1388220.0,Lost,Unknown,$250M,UK & Ireland,2025-05-05,gringottsbank_656.com,,1388220.0,—,48.0,25,18,9,7,59,Enterprise_Risk_Management,Medium
Vehement Capital_657,vehementcapital_657.io,vehementcapital_657.com,Financial Services,Biotech,200-500,"20,000,000 USD",,"Paris, FR",Compliance,Purchased,Director of Security,Pardot,6,"SOX, HIPAA",85,2025-06-17,,Vehement Holdings,Tier 1,1486444.0,Lost,200-500,$20M,Unknown,2025-06-17,vehementcapital_657.io,Pardot,1486444.0,Unassigned,85.0,28,19,15,12,74,Mid_Market_Compliance,High
Genco Pura_658,gencopura_658.net,gencopura_658.com,Non-Profit,Higher Ed,five hundred,$5M,Unknown,"Dublin, IE",Boards,Partner,Director of Security,Netsuite | Eloqua | Pardot,3,SOX,32,"April 11, 2025",TBD,—,SMB,1100426.0,Won,"500-1,000",$5M,Unknown,2025-04-11,gencopura_658.net,"Netsuite, Eloqua, Pardot",1100426.0,Unassigned,32.0,19,17,6,12,54,Board_Governance,Medium
Genco Pura_659,gencopura_659.io,gencopura_659.co,Retail,Utilities,,$1B,DACH,,Boards,Referral,CFO,Netsuite; Marketo,,SOX,17,03/26/25,TBD,—,SMB,1877408.0,Open,Unknown,$1000M,DACH,2025-03-26,gencopura_659.io,"Netsuite, Marketo",1877408.0,Unassigned,17.0,18,17,9,12,56,Board_Governance,Medium
Wayne Enterprises_660,wayneenterprises_660.net,wayneenterprises_660.co,Non-Profit,Industrial,"500-1,000",$20M,EMEA,NY,Audit,Purchased,IT Director,Slack | Snowflake | Marketo | Google Workspace,3-4,,100,"May 05, 2025",Priya Patel,,B,1894970.0,Lost,"500-1,000",$20M,EMEA,2025-05-05,wayneenterprises_660.net,"Slack, Snowflake, Marketo, Google Workspace",1894970.0,Priya Patel,100.0,23,12,13,5,53,Mid_Market_Compliance,Medium
Soylent Corp_661,soylentcorp_661.io,soylentcorp_661.com,Education,Industrial,50-200,5000000,UKI,"Dublin, IE",Risk,Referral,CIO,Marketo | Salesforce | Teams | Oracle,unknown,GDPR,55,2025-06-19,,Private Equity HoldCo,,1943427.0,Open,50-200,$5M,UK & Ireland,2025-06-19,soylentcorp_661.io,"Marketo, Salesforce, Teams, Oracle",1943427.0,Unassigned,55.0,12,18,14,13,57,Other,Medium
Cyberdyne Systems_662,cyberdynesystems_662.co,cyberdynesystems_662.io,Non-Profit,Biotech,50-200,,,"London, UK",Risk,Referral,Head of Compliance, | O365 | Oracle,,,95%,"January 27, 2025",,,B,1196421.0,Open,50-200,Unknown,Unknown,2025-01-27,cyberdynesystems_662.co,"O365, Oracle",1196421.0,Unassigned,,8,18,6,3,35,Other,Low
Zorg Industries_663,http://zorgindustries_663.co,zorgindustries_663.co,Manufacturing,NGO,500 to 1000,€20M,AMS,"Austin, USA",Boards,Web,Head of Compliance,Pardot; Salesforce; Slack,3,"GDPR, ISO27001",61,"January 15, 2025",Jane Doe,Zorg Holdings,Tier 3,1713624.0,Open,500-1000,$20M,Americas,2025-01-15,zorgindustries_663.co,"Pardot, Salesforce, Slack",1713624.0,Jane Doe,61.0,30,13,12,15,70,Other,High
Sterling Cooper_664,sterlingcooper_664.com,sterlingcooper_664.net,Financial Services,Insurance,approx 800,5000000,FR,"Dubai, AE",Risk,Web,IT Director,,unknown,,,"February 13, 2025",John Smith,,B,1526981.0,Won,"500-1,000",$5M,France,2025-02-13,sterlingcooper_664.com,,1526981.0,John Smith,,26,22,4,0,52,Enterprise_Risk_Management,Medium
LexCorp_665,lexcorp_665.co,lexcorp_665.com,Education,Industrial,200-500,$1B,,"Paris, FR",Audit,Purchased,Legal Counsel,,,"PCI DSS, ISO27001",high,02/07/25,John Smith,—,Enterprise,1744858.0,Lost,200-500,$1000M,Unknown,2025-02-07,lexcorp_665.co,,1744858.0,John Smith,,28,15,3,7,53,Mid_Market_Compliance,Medium
Kronos Group_666,kronosgroup_666.net,kronosgroup_666.net,Energy,Utilities,200-500,€20M,FR,"Dubai, AE",Audit,Web,IT Director,,2,HIPAA,100,2025-08-03,John Smith,—,Enterprise,1683262.0,Lost,200-500,$20M,France,2025-08-03,kronosgroup_666.net,,1683262.0,John Smith,100.0,28,12,16,5,61,Mid_Market_Compliance,High
